Grapheme	IPA	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
fwh	fʷ h	1	U+0066 U+0077 U+0068	"tofwefwhi"	Wichí
kw$	kʷ	15	U+006B U+0077 U+0024	"lawekw,newukw,tochokw"	Wichí
kwh	kʷ + h	2	U+006B U+0077 U+0068	"tokwhi,y’amekwhi"	Wichí
lh$	l̥	28	U+006C U+0068 U+0024	"elh,n’lhamilh,wak’alh"	Wichí
lhh	l̥ h	2	U+006C U+0068 U+0068	"imolhhen,toyalhhis"	Wichí
mwh	m w̥	1	U+006D U+0077 U+0068	"yomwhoye"	Wichí
sw’	s + wˀ	2	U+0073 U+0077 U+2019	"alusw’et,tokosw’et"	Wichí
tsh	tsʰ	12	U+0074 U+0073 U+0068	"hich’utshan,lakatshayajput,latshelho’"	Wichí
tw’	t wˀ	3	U+0074 U+0077 U+2019	"inotw’et,tochotw’et,totw’ayhat"	Wichí
^tsh	tsʰ	5	U+005E U+0074 U+0073 U+0068	"tshotoywu,tshotoyw’et,tshowet"	Wichí
lhlh	l̥ + l̥	2	U+006C U+0068 U+006C U+0068	"ifwelhlhi,totkolhlhile"	Wichí
