ID,Name,Concepticon_ID,Concepticon_Gloss
1356_thenewspaper,the newspaper,1298,NEWSPAPER
1357_theaddress,the address,591,ADDRESS
1358_thenumber,the number,1356,NUMBER
1359_thetrain,the train,900,TRAIN
1360_thebirthcertificate,the birth certificate,397,BIRTH CERTIFICATE
1361_tobrake,to brake,966,BRAKE
1362_thepetroleum,the petroleum,650,PETROLEUM
1363_themotor,the motor,110,MOTOR
1364_themachine,the machine,144,MACHINE
1365_thebicycle,the bicycle,747,BICYCLE
1366_thestreet,the street,1362,STREET
1367_toliberate,to liberate,37,LIBERATE
1368_toinvite,to invite,1611,INVITE
1369_thelicenseplate,the license plate,1790,LICENSE PLATE
1370_thepostcard,the postcard,1497,POSTCARD
1371_tobe,to be,1579,BE
1372_tobecome,to become,1990,BECOME
1373_without,without,1478,WITHOUT
1374_through,through,97,THROUGH
1375_same,same,200,SAME
1376_not,not,1240,NOT
1377_this,this,1214,THIS
1378_that,that,78,THAT
1379_here,here,136,HERE
1380_there,there,1937,THERE
1381_other,other,197,OTHER
1382_thevagina,the vagina,1836,VAGINA
1383_thetea,the tea,1373,TEA
1384_thecoffee,the coffee,1299,COFFEE
1385_next,next,1354,NEXT
1386_thecoyote,the coyote,912,COYOTE
1387_thehare,the hare,1190,HARE
1388_thequail,the quail,1893,QUAIL
1389_theraccoon,the raccoon,828,RACCOON
1390_thesquirrel,the squirrel,1628,SQUIRREL
1391_thereindeercaribou,the reindeer/caribou,1876,REINDEER
1392_theelkmoose,the elk/moose,1772,ELK
1393_thebeaver,the beaver,1194,BEAVER
1394_thesledgesled,the sledge/sled,16,SLED
1395_thelasso,the lasso,340,LASSO
1396_thelarch,the larch,116,LARCH
1397_theneedle2,the needle(2),286,NEEDLE TREE
1398_thearcticlights,the arctic lights,261,ARCTIC LIGHTS
1399_thesinewortendon,the sinew or tendon,1137,TENDON
1400_totan,to tan,247,TAN
1401_thesnowshoe,the snowshoe,233,SNOWSHOE
1402_thecircumcision,the circumcision,393,CIRCUMCISION
1403_theinitiationceremony,the initiation ceremony,1946,INITIATION CEREMONY
1404_thecone,the cone,287,CONE
1405_thebodylouse,the body louse,311,BODY LOUSE
1406_thevulva,the vulva,1837,VULVA
1407_thetapir,the tapir,312,TAPIR
1408_thewhetstone,the whetstone,295,WHETSTONE
1409_thetumpline,the tumpline,294,TUMPLINE
1410_thecamp,the camp,1105,CAMP
1411_thediggingstickyamstick,the digging stick (=yamstick),339,DIGGING STICK
1412_thecormorant,the cormorant,840,CORMORANT
1413_theprawnsorshrimp,the prawns or shrimp,2686,CRUSTACEANS (PRAWNS OR SHRIMP)
1414_thetermites,the termites,883,TERMITE
1415_thetick,the tick,1527,TICK
1416_theboomerang,the boomerang,135,BOOMERANG
1417_thekangaroo,the kangaroo,164,KANGAROO
1418_theanteater,the anteater,181,ANTEATER
1419_thetoucan,the toucan,308,TOUCAN
1420_thejaguar,the jaguar,1250,JAGUAR
1421_themaniocbread,the manioc bread,407,MANIOC BREAD
1422_thehammock,the hammock,2019,HAMMOCK
1423_themilletorsorghum,the millet or sorghum,931,MILLET
1424_thechameleon,the chameleon,1555,CHAMELEON
1425_todrawwater,to draw water,1911,DRAW (WATER)
1426_thepeg,the peg,361,PEG
1427_togoorreturnhome,to go or return home,142,RETURN HOME
1428_thebuffalo,the buffalo,934,BUFFALO
1429_thesavanna,the savanna,260,SAVANNA
1430_thesteam,the steam,1193,STEAM
1431_theoldersibling,the older sibling,405,OLDER SIBLING
1432_theyoungersibling,the younger sibling,427,YOUNGER SIBLING
1433_thegrandparents,the grandparents,305,GRANDPARENTS
1434_thegrandchild,the grandchild,1617,GRANDCHILD
1435_thesiblingschild,the sibling’s child,173,SIBLING'S CHILD
1436_theparentsinlaw,the parents-in-law,306,PARENTS-IN-LAW
1437_thechildinlaw,the child-in-law,1060,CHILD-IN-LAW
1438_thesiblinginlaw,the sibling-in-law,1832,SIBLING-IN-LAW
1439_he,he,1211,HE
1440_she,she,1834,SHE
1441_it,it,169,IT
1442_thelife,the life,210,LIFE
1443_thecarcass,the carcass,1770,CARCASS
1444_thedisease,the disease,1986,DISEASE
1445_thepadlock,the padlock,336,PADLOCK
1446_thepaddy,the paddy,140,PADDY FIELD
1447_todamage,to damage,1116,DAMAGE
1448_above,above,1741,ABOVE
1449_thepiece,the piece,594,PIECE
1450_alone,alone,1964,ALONE
1451_thebeginning,the beginning,1557,BEGINNING
1452_theday2,the day(2),1225,DAY (NOT NIGHT)
1453_thechurch,the church,1349,CHURCH
1454_themosque,the mosque,1603,MOSQUE
1455_nothing,nothing,687,NOTHING
1456_dead,dead,1625,DEAD
1457_toscratch,to scratch,1436,SCRATCH
1458_tomake,to make,734,MAKE
1459_thebelly,the belly,1251,BELLY
1460_towipe,to wipe,1454,WIPE
1461_tofreeze,to freeze,1431,FREEZE
1462_with,with,1340,WITH
1463_in,in,1460,IN
199901_thebeach,the beach,,
199903_thecoal,the coal,,
199904_theconstellation,the constellation,,
199905_thejadeorjadeite,the jade or jadeite,,
199906_theloam,the loam,,
199907_theriver,the river,,
199908_therivermouth,the river mouth,,
199909_theshortdryseason,the short dry season,,
19991_thespring,the spring,,
199911_toblaze,to blaze,,
199912_tomelt,to melt,,
299902_step,step-,,
299903_thecofatherinlaw,the co-father-in-law,,
299904_thecomotherinlaw,the co-mother-in-law,,
299905_thefatherinlaw,the father-in-law,,
299906_thegerman,the German,,
299907_thehungarian,the Hungarian,,
299908_thelover,the lover,,
299909_themotherinlaw,the mother-in-law,,
29991_thenongypsy,the non-Gypsy,,
299911_theparentselderbrother,the parent’s elder brother,,
299912_theparentseldersister,the parent’s elder sister,,
299913_theparentsyoungerbrother,the parent’s younger brother,,
299914_theparentsyoungersister,the parent’s younger sister,,
299915_theslovak,the Slovak,,
299916_thespouse,the spouse,,
299917_thestepchild,the stepchild,,
299918_thevlaxgypsy,the Vlax Gypsy,,
399902_theagouti,the agouti,,
399903_theamphibian,the amphibian,,
399904_theandeanguineapig,the Andean guinea pig,,
399905_theandeanowl,the Andean owl,,
399906_thearmadillo,the armadillo,,
399907_thebandicoot,the bandicoot,,
399908_thebarnowl,the barn owl,,
399909_thebustard,the bustard,,
39991_thecapibara,the capibara,,
399911_thecaterpillar,the caterpillar,,
399912_thecodfish,the codfish,,
399913_thecondor,the condor,,
399917_theherd,the herd,,
399918_thehocco,the hocco,,
399919_thehummingbird,the humming bird,,
39992_theibis,the ibis,,
399921_theiguana,the iguana,,
399922_thejabiru,the jabiru,,
399923_thekingfisher,the kingfisher,,
399924_thelouse,the louse,,
399925_themainelobster,the Maine lobster,,
399926_themalepig,the male pig,,
399928_themarail,the marail,,
399929_themole,the mole,,
39993_thepaca,the paca,,
399931_thesleepyheadbird,the sleepyhead bird,,
399932_thepartridge,the partridge,,
399933_thepet,the pet,,
399934_thepiranha,the piranha,,
399935_theplover,the plover,,
399936_thepouchedmarmot,the pouched marmot,,
399937_theprairiedog,the prairie dog,,
399938_theroadrunner,the roadrunner,,
399939_theskunk,the skunk,,
39994_thesongbird,the songbird,,
399941_thesparrow,the sparrow,,
399942_thetiger,the tiger,,
399943_thetrumpeterbird,the trumpeter bird,,
499901_barefoot,barefoot,,
499902_swollen,swollen,,
499903_thecaninetooth,the canine tooth,,
499904_thecholesterol,the cholesterol,,
499905_thedribble,the dribble,,
499906_thefist,the fist,,
499907_thelap,the lap,,
499908_themetabolism,the metabolism,,
49991_thesaliva,the saliva,,
499911_thescabies,the scabies,,
499912_thestrength,the strength,,
499913_theumbilicalcord,the umbilical cord,,
499914_toitch,to itch,,
599901_thefigtree,the fig tree,,
599902_sated,sated,,
599903_thesoysauce,the soy sauce,,
599904_theayahuasca,the ayahuasca,,
599905_thebacon,the bacon,,
599906_thebiscuit,the biscuit,,
599907_thebrandy,the brandy,,
599908_thecabbage,the cabbage,,
599909_thecassavaflour,the cassava flour,,
59991_thecream,the cream,,
599911_thejapanesefishcake,the Japanese fish cake,,
599912_thejelly,the jelly,,
599913_themaniocjuice,the manioc juice,,
599914_themochi,the mochi,,
599915_theramennoodles,the ramen noodles,,
599916_thericeballormusubi,the rice ball or musubi,,
599917_theroastedcassavameal,the roasted cassava meal,,
599918_thesmokedfood,the smoked food,,
599919_thetamale,the tamale,,
59992_thetofuorbeancurd,the tofu or bean curd,,
599921_thetortilla,the tortilla,,
599922_thevinegar,the vinegar,,
699901_thebag,the bag,,
699903_thefringe,the fringe,,
699904_thelegband,the leg band,,
699906_thepompom,the pompom,,
699907_thesandal,the sandal,,
699908_thesleeve,the sleeve,,
699909_thesmock,the smock,,
69991_thestyleorfashion,the style or fashion,,
699911_towear,to wear,,
799901_thebench,the bench,,
799902_thecase,the case,,
799903_thegriddle,the griddle,,
799904_theguestroom,the guestroom,,
799905_themosquitonet,the mosquito net,,
799906_therooftile,the roof tile,,
899901_thealmond,the almond,,
899902_theamomum,the amomum,,
899903_theanatto,the anatto,,
899904_theandeanweed,the Andean weed,,
899905_theapple,the apple,,
899906_theashtree,the ash tree,,
899907_theblacktreedye,the black tree dye,,
899908_thebroccoli,the broccoli,,
899909_thebromelia,the bromelia,,
89991_thecarrot,the carrot,,
899911_thecashew,the cashew,,
899912_thechinesericeflower,the Chinese rice flower,,
899914_theconiferoustree,the coniferous tree,,
899915_thecottontree,the cottontree,,
899916_thecreeper,the creeper,,
899917_themortino,the mortiño,,
899918_thedung,the dung,,
899921_theguava,the guava,,
899922_thejarilla,the jarilla,,
899923_thejowar,the jowar,,
899924_thekohlrabi,the kohlrabi,,
899925_theliana,the liana,,
899926_thelimabeans,the lima beans,,
899927_thelupin,the lupin,,
899929_themamuelchoique,the mamuelchoique,,
89993_themango,the mango,,
899931_themangrove,the mangrove,,
899932_themelon,the melon,,
899933_themillet,the millet,,
899935_theonion,the onion,,
899936_theorange,the orange,,
899937_thepea,the pea,,
899938_thepear,the pear,,
899939_thepineapple,the pineapple,,
899941_theplum,the plum,,
899943_thereed,the reed,,
899944_therubbertree,the rubber tree,,
899945_thesensitivemimosa,the sensitive mimosa,,
899946_thestraw,the straw,,
899947_thesugarbeet,the sugar beet,,
899948_thetar,the tar,,
899949_thetaro,the taro,,
89995_thetreedye,the tree dye,,
899952_theturnip,the turnip,,
899953_thevetch,the vetch,,
899954_thewatermelon,the watermelon,,
899955_thewhip,the whip,,
899956_thewildmaize,the wild maize,,
899957_thewillow,the willow,,
899958_thewoodyshrub,the woody shrub,,
899959_theyerbamate,the yerba mate,,
89996_togrow2,to grow(2),,
899961_topick,to pick,,
899962_toraise,to raise,,
999901_thebarrel,the barrel,,
999902_thebasketry,the basketry,,
999903_thebucket,the bucket,,
999904_thecable,the cable,,
999905_thecanvassheet,the canvas sheet,,
999906_thecorrugatediron,the corrugated iron,,
999907_thedeck,the deck,,
999908_thedrill,the drill,,
999909_thefile,the file,,
99991_theharbour,the harbour,,
999911_theharpoon,the harpoon,,
999912_thehearthstones,the hearthstones,,
999914_themaniocsqueezer,the manioc squeezer,,
999915_thepencil,the pencil,,
999916_therust,the rust,,
999917_thesack,the sack,,
999918_thescraper,the scraper,,
99992_theskinbag,the skin bag,,
999921_theslap,the slap,,
999922_thespur,the spur,,
999923_thestringorcord,the string or cord,,
999924_thetrail,the trail,,
999925_thewell,the well,,
999926_thewharf,the wharf,,
999927_thewheelbarrow,the wheelbarrow,,
999928_tobarbecue,to barbecue,,
999929_toclose,to close,,
99993_todraw,to draw,,
999931_todwell,to dwell,,
999932_togoaway,to go away,,
999933_tomuddle,to muddle,,
999934_toprepare,to prepare,,
999936_tosmear,to smear,,
999938_tosupport,to support,,
1099901_toaccompany,to accompany,,
1099903_tocarryontheback,to carry on the back,,
1099904_todip,to dip,,
1099905_togivearide,to give a ride,,
1099906_topass,to pass,,
1099907_tostep,to step,,
1099908_towait,to wait,,
1199901_forfree,for free,,
1199902_thecard,the card,,
1199903_thegift,the gift,,
1199904_theproperty,the property,,
1199905_thestringinstrument,the string instrument,,
1199906_tobeworth,to be worth,,
1199907_toreceive,to receive,,
1299901_apart,apart,,
1299902_back,back,,
1399901_alittle,a little,,
1399902_by,by,,
1399903_eachorevery,each or every,,
1399904_thecentigram,the centigram,,
1399905_theyard,the yard,,
1399906_thirty,thirty,,
1399907_tofill,to fill,,
1399908_tosubstitute,to substitute,,
1499901_chinesenewyear,Chinese New Year,,
1499902_longago,long ago,,
1499903_newyear,New Year,,
1499905_theperiod,the period,,
1499906_thetime2,the time(2),,
1599901_brown,brown,,
1599902_grey,grey,,
1599903_orange,orange,,
1599904_pink,pink,,
1599905_thetrace,the trace,,
1599906_violet,violet,,
1699901_better,better,,
1699902_invain,in vain,,
1699903_thankyou,thank you!,,
1699904_theevil,the evil,,
1699905_themood,the mood,,
1699906_thetrouble,the trouble,,
1699907_tobeashamed,to be ashamed,,
1699908_tobeglad,to be glad,,
1699909_tocomplain,to complain,,
169991_toenthuse,to enthuse,,
1699911_tolookforward,to look forward,,
1699912_topraise,to praise,,
1699913_voluptuous,voluptuous,,
1699914_wild,wild,,
1699915_worse,worse,,
1799901_onpurpose,on purpose,,
1799902_thepossibility,the possibility,,
1799903_thesame,the same,,
1799904_thescarcity,the scarcity,,
1799905_thestate,the state,,
1799906_thestudy,the study,,
1799907_todoubt,to doubt,,
1899901_thefairytale,the fairy tale,,
1899902_thehieroglyphorhieroglyphics,the hieroglyph or hieroglyphics,,
1899903_thejoke,the joke,,
1899904_thepoem,the poem,,
1899905_theuppercaseorcapitalletter,the upper case or capital letter,,
1899906_theviolin,the violin,,
1899907_theviolinplayer,the violin player,,
1899908_tochat,to chat,,
1899909_togreet,to greet,,
189991_tospell,to spell,,
1899911_tothank,to thank,,
1899912_toululate,to ululate,,
1999901_arabia,Arabia,,
1999902_australia,Australia,,
1999903_china,China,,
1999904_egypt,Egypt,,
1999905_free,free,,
1999906_greece,Greece,,
1999907_india,India,,
1999908_madagascar,Madagascar,,
1999909_rarotonga,Rarotonga,,
199991_sir,Sir,,
1999911_spain,Spain,,
1999913_thebrazilian,the Brazilian,,
1999914_thecertificate,the certificate,,
1999915_thechineseperson,the Chinese person,,
1999916_thecommunallabour,the communal labour,,
1999917_theeuropean,the European,,
1999918_thecreoleorblackperson,the Creole or black person,,
199992_thefool,the fool,,
1999921_theforeman,the foreman,,
1999922_thefrenchperson,the French person,,
1999923_thegovernmentdocument,the government document,,
1999924_thehermit,the hermit,,
1999925_thehockey,the hockey,,
1999926_thelayman,the layman,,
1999927_themixedracekalina,the mixed-race Kali’na,,
1999928_thepartner,the partner,,
199993_thepoliceman,the policeman,,
1999931_thepower,the power,,
1999932_thesettlement,the settlement,,
1999933_thesmallchange,the small change,,
1999934_thesocialism,the socialism,,
1999935_thesport,the sport,,
1999936_thestudent,the student,,
1999937_thevoteorballotorpole,the vote or ballot or pole,,
1999938_tocommitacrime,to commit a crime,,
199994_toquarrel,to quarrel,,
1999941_torespect,to respect,,
1999942_toretire,to retire,,
1999943_tosaygoodbye,to say goodbye,,
2099902_thecutlass,the cutlass,,
2099903_theforce,the force,,
2099904_thegameanimal,the game animal,,
2099905_theletterwoodbow,the letterwood bow,,
2099906_thewarship,the warship,,
2099907_toattack,to attack,,
2099908_tofish,to fish,,
2099909_towin,to win,,
2199901_thelawyer,the lawyer,,
2199902_theverdict,the verdict,,
2299901_christ,Christ,,
2299902_christmas,Christmas,,
2299903_easter,Easter,,
2299904_thebishop,the bishop,,
2299905_thefuneral,the funeral,,
2299906_theholiday,the holiday,,
2299907_thehymn,the hymn,,
2299908_thelent,the lent,,
2299909_themuslim,the Muslim,,
229991_therosary,the rosary,,
2299911_theshaman,the shaman,,
2299912_theshamansspirit,the shaman’s spirit,,
2299913_theshamanisticsong,the shamanistic song,,
2299914_thewomansrattle,the woman’s rattle,,
2399901_thelicense,the license,,
2499901_andorbut,and or but,,
2499902_can,can,,
2499904_hey,hey!,,
2499905_interrogative,(interrogative),,
2499906_let,let,,
2499907_negativemarker,(negative marker),,
2499908_neither,neither,,
2499909_nor,nor,,
249991_someone,someone,,
2499911_superlativemarker,(superlative marker),,
2499912_then,then,,
2499913_theydual,they (dual),,
2499914_wedualinclusive,we (dual inclusive),,
2499917_which,which,,
2499919_youdual,you (dual),,
399944_thechipmunk,the chipmunk,,
1999944_mate,mate,,
