ID,Name,Concepticon_ID,Concepticon_Gloss
284_themolartooth,the molar tooth,1049,MOLAR TOOTH
285_theneck,the neck,1333,NECK
286_thenapeoftheneck,the nape of the neck,1347,NAPE (OF NECK)
287_thethroat,the throat,1346,THROAT
288_theshoulder,the shoulder,1482,SHOULDER
289_theshoulderblade,the shoulderblade,172,SHOULDERBLADE
290_thecollarbone,the collarbone,1994,COLLARBONE
291_thearm,the arm,1673,ARM
292_thearmpit,the armpit,1886,ARMPIT
293_theelbow,the elbow,981,ELBOW
294_thewrist,the wrist,799,WRIST
295_thehand,the hand,1277,HAND
296_thepalmofthehand,the palm of the hand,1183,PALM OF HAND
297_thefinger,the finger,1303,FINGER
298_thethumb,the thumb,1781,THUMB
299_thefingernail,the fingernail,1258,FINGERNAIL
300_theclaw,the claw,72,CLAW
301_theleg,the leg,1297,LEG
302_thethigh,the thigh,800,THIGH
303_thecalfoftheleg,the calf of the leg,498,CALF OF LEG
304_theknee,the knee,1371,KNEE
305_thefoot,the foot,1301,FOOT
306_theankle,the ankle,803,ANKLE
307_theheel,the heel,980,HEEL
308_thefootprint,the footprint,318,FOOTPRINT
309_thetoe,the toe,1389,TOE
310_thewing,the wing,1257,WING
311_thefeather,the feather,1201,FEATHER
312_thechest,the chest,1592,CHEST
313_thebreast,the breast,1402,BREAST
314_thenippleorteat,the nipple or teat,796,NIPPLE
315_theudder,the udder,154,UDDER
316_thenavel,the navel,1838,NAVEL
317_theheart,the heart,1223,HEART
318_thelung,the lung,688,LUNG
319_theliver,the liver,1224,LIVER
320_thekidney,the kidney,489,KIDNEY
321_thespleen,the spleen,1744,SPLEEN
322_thestomach,the stomach,819,STOMACH
323_theintestinesorguts,the intestines or guts,1991,INTESTINES
324_thewaist,the waist,1681,WAIST
325_thehip,the hip,1745,HIP
326_thebuttocks,the buttocks,834,BUTTOCKS
327_thewomb,the womb,804,WOMB
328_thetesticles,the testicles,797,TESTICLES
329_thepenis,the penis,1222,PENIS
330_tobreathe,to breathe,1407,BREATHE
331_toyawn,to yawn,1028,YAWN
332_tohiccough,to hiccough,162,HICCOUGH
333_tocough,to cough,879,COUGH
334_tosneeze,to sneeze,1621,SNEEZE
335_toperspire,to perspire,126,SWEAT (PERSPIRE)
336_tospit,to spit,1440,SPIT
337_tovomit,to vomit,1278,VOMIT
338_tobite,to bite,1403,BITE
339_tolick,to lick,319,LICK
340_todribble,to dribble,268,DRIBBLE
341_tosleep,to sleep,1585,SLEEP
342_tosnore,to snore,1983,SNORE
343_todream,to dream,1920,DREAM (SOMETHING)
344_towakeup,to wake up,1602,WAKE UP
345_tofart,to fart,1159,FART
346_topiss,to piss,592,PISS
347_toshit,to shit,676,SHIT (DEFECATE)
348_tohavesex,to have sex,1785,HAVE SEX
349_toshiver,to shiver,52,SHIVER
350_tobathe,to bathe,138,BATHE
351_tobeget,to beget,1152,BEGET
352_tobeborn,to be born,1090,BE BORN
353_pregnant,pregnant,1123,PREGNANT
354_toconceive,to conceive,1087,CONCEIVE
355_tobealive,to be alive,1422,BE ALIVE
356_todie,to die,1494,DIE
357_todrown,to drown,1904,DROWN
358_tokill,to kill,1417,KILL
359_thecorpse,the corpse,767,CORPSE
360_tobury,to bury,1719,BURY
361_thegrave,the grave,1773,GRAVE
362_strong,strong,785,STRONG
363_weak,weak,1601,WEAK
364_healthy,healthy,1364,HEALTHY
365_sickill,sick/ill,1847,SICK
366_thefever,the fever,1534,FEVER
367_thegoitregoiter,the goitre/goiter,1957,GOITER
368_thecold,the cold,102,COMMON COLD (DISEASE)
369_thewoundorsore,the wound or sore,1109,WOUND
370_thebruise,the bruise,1148,BRUISE
371_theswelling,the swelling,1903,SWELLING
372_theitch,the itch,148,ITCH
373_theblister,the blister,1584,BLISTER
374_theboil,the boil,793,BOIL (OF SKIN)
375_thepus,the pus,1808,PUS
376_thescar,the scar,497,SCAR
377_tocure,to cure,499,CURE
378_thephysician,the physician,597,PHYSICIAN
379_themedicine,the medicine,1372,MEDICINE
380_thepoison,the poison,655,POISON
381_tired,tired,1757,TIRED
382_torest,to rest,168,REST
383_lazy,lazy,1564,LAZY
384_bald,bald,1125,BALD
385_lame,lame,320,LAME
386_deaf,deaf,996,DEAF
387_mute,mute,1666,MUTE
388_blind,blind,1653,BLIND
389_drunk,drunk,1463,DRUNK
390_naked,naked,590,NAKED
391_toeat,to eat,1336,EAT
392_thefood,the food,256,FOOD
393_cooked,cooked,269,COOKED
394_raw,raw,1959,RAW
395_ripe,ripe,178,RIPE
396_unripe,unripe,1958,UNRIPE
397_rotten,rotten,1728,ROTTEN
398_todrink,to drink,1401,DRINK
399_tobehungry,to be hungry,1533,BE HUNGRY
400_thefamine,the famine,199,FAMINE
401_tobethirsty,to be thirsty,3474,BE THIRSTY
402_tosuck,to suck,1421,SUCK
403_tochew,to chew,321,CHEW
404_toswallow,to swallow,897,SWALLOW
405_tochoke,to choke,129,CHOKE
406_tocook,to cook,1100,COOK (SOMETHING)
407_toboil,to boil,792,BOIL (OF LIQUID)
408_toroastorfry,to roast or fry,2146,ROAST OR FRY
409_tobake,to bake,183,BAKE
410_theoven,the oven,1143,OVEN
411_thepot,the pot,1462,POT
412_thekettle,the kettle,854,KETTLE
413_thepan,the pan,31,PAN
414_thedish,the dish,481,DISH
415_theplate,the plate,480,PLATE
416_thebowl,the bowl,1530,BOWL
417_thejugpitcher,the jug/pitcher,270,JUG
418_thecup,the cup,476,CUP
419_thesaucer,the saucer,271,SAUCER
420_thespoon,the spoon,1378,SPOON
421_theknife1,the knife(1),3210,KNIFE (FOR EATING)
422_thefork,the fork,1302,FORK
423_thetongs,the tongs,272,TONGS
424_themeal,the meal,1526,MEAL
425_thebreakfast,the breakfast,1322,BREAKFAST
426_thelunch,the lunch,768,LUNCH
427_thedinner,the dinner,1833,DINNER (SUPPER)
428_thesupper,the supper,1833,DINNER (SUPPER)
429_topeel,to peel,275,PEEL
430_tosieveortostrain,to sieve or to strain,3448,SIEVE OR STRAIN
431_toscrape,to scrape,1767,SCRAPE
432_tostirortomix,to stir or to mix,2017,MIX
433_thebread,the bread,1368,BREAD
434_thedough,the dough,273,DOUGH
435_toknead,to knead,274,KNEAD
436_theflour,the flour,1594,FLOUR
437_tocrushortogrind,to crush or to grind,1033,GRIND
438_themill,the mill,636,MILL
439_themortar1,the mortar(1),224,MORTAR
440_thepestle,the pestle,225,PESTLE
441_themeat,the meat,634,MEAT
442_thesausage,the sausage,1874,SAUSAGE
443_thesoup,the soup,1547,SOUP
444_thevegetables,the vegetables,924,VEGETABLES
445_thebean,the bean,832,BEAN
446_thepotato,the potato,593,POTATO
447_thefruit,the fruit,1507,FRUIT
448_thebunch,the bunch,1966,BUNCH
449_thefig,the fig,322,FIG
450_thegrape,the grape,920,GRAPE
451_thenut,the nut,191,NUT
452_theolive,the olive,1154,OLIVE
453_theoil,the oil,1484,OIL (ORGANIC SUBSTANCE)
454_thegreaseorfat,the grease or fat,323,FAT (ORGANIC SUBSTANCE)
455_thesalt,the salt,1274,SALT
456_thepepper,the pepper,1385,PEPPER
457_thechilipepper,the chili pepper,919,CHILI PEPPER
458_thehoney,the honey,942,HONEY
459_thesugar,the sugar,862,SUGAR
460_themilk,the milk,635,MILK
461_tomilk,to milk,93,DRAW MILK
462_thecheese,the cheese,1569,CHEESE
463_thebutter,the butter,1245,BUTTER
464_thedrink,the drink,731,BEVERAGE
465_themead,the mead,941,MEAD
466_thewine,the wine,1524,WINE
467_thebeer,the beer,1639,BEER
468_thefermenteddrink,the fermented drink,404,ALCOHOL (FERMENTED DRINK)
469_theegg,the egg,744,EGG
470_theyolk,the yolk,1556,YOLK
471_toputon,to put on,158,PUT ON
472_theclothingorclothes,the clothing or clothes,1895,CLOTHES
473_thetailor,the tailor,881,TAILOR
474_thecloth,the cloth,1616,CLOTH
475_thewool,the wool,964,WOOL
476_thelinen,the linen,916,LINEN
477_thecotton,the cotton,1850,COTTON
478_thesilk,the silk,1641,SILK
479_thefelt,the felt,325,FELT
480_thefur,the fur,580,FUR
481_theleather,the leather,629,LEATHER
482_tospin,to spin,121,SPIN
483_thespindle,the spindle,277,SPINDLE
484_toweave,to weave,133,WEAVE
485_theloom,the loom,1787,LOOM
486_tosew,to sew,1457,SEW
487_theneedle1,the needle(1),1382,NEEDLE (FOR SEWING)
488_theawl,the awl,278,AWL
489_thethread,the thread,1161,THREAD
490_todye,to dye,157,DYE
491_thecloak,the cloak,326,CLOAK
492_theponcho,the poncho,327,PONCHO
493_theladder,the ladder,1464,LADDER
494_thewomansdress,the (woman's) dress,474,DRESS
495_thecoat,the coat,603,COAT
496_theshirt,the shirt,1622,SHIRT
497_thecollar,the collar,2012,COLLAR
498_theskirt,the skirt,1600,SKIRT
499_thegrassskirt,the grass-skirt,328,GRASS-SKIRT
500_thetrousers,the trousers,809,TROUSERS
501_thesockorstocking,the sock or stocking,329,STOCKING
502_theshoe,the shoe,1381,SHOE
503_theboot,the boot,585,BOOT
504_theshoemaker,the shoemaker,875,SHOEMAKER
505_thehatorcap,the hat or cap,2130,HEADGEAR
506_thebelt,the belt,772,BELT
507_theglove,the glove,867,GLOVE
508_theveil,the veil,1151,VEIL
509_thepocket,the pocket,1851,POCKET
510_thebutton,the button,757,BUTTON
511_thepin,the pin,64,PIN
512_theornamentoradornment,the ornament or adornment,917,ORNAMENT
513_thejewel,the jewel,1029,JEWEL
514_thering,the ring,1374,RING
515_thebracelet,the bracelet,1754,BRACELET
516_thenecklace,the necklace,1961,NECKLACE
517_thebead,the bead,1860,BEAD
518_theearring,the earring,770,EARRING
519_theheadbandorheaddress,the headband or headdress,3457,HEADBAND OR HEADDRESS
520_thetattoo,the tattoo,68,TATTOO
521_thehandkerchieforrag,the handkerchief or rag,332,RAG
522_thetowel,the towel,1021,TOWEL
523_thecomb,the comb,1475,COMB
524_thebrush,the brush,1821,BRUSH
525_theplaitbraid,the plait/braid,1043,BRAID
526_therazor,the razor,151,RAZOR
527_theointment,the ointment,1926,OINTMENT
528_thesoap,the soap,788,SOAP
529_themirror,the mirror,1171,MIRROR
530_tolive,to live,363,"DWELL (LIVE, RESIDE)"
531_thehouse,the house,1252,HOUSE
532_thehut,the hut,1678,HUT
533_thegardenhouse,the garden-house,403,GARDEN-HOUSE
534_thetent,the tent,1316,TENT
535_theyardorcourt,the yard or court,736,YARD
536_themenshouse,the men's house,408,MEN'S HOUSE
537_thecookhouse,the cookhouse,334,COOKHOUSE
538_themeetinghouse,the meeting house,335,MEETING HOUSE
539_theroom,the room,1450,ROOM
540_thedoororgate,the door or gate,1567,DOOR
541_thedoorpost,the doorpost,80,DOORPOST
542_thelock,the lock,1596,LOCK
543_thelatchordoorbolt,the latch or door-bolt,1012,LATCH
544_thekey,the key,1472,KEY
545_thewindow,the window,1375,WINDOW
546_thefloor,the floor,1632,FLOOR
547_thewall,the wall,933,WALL (OF HOUSE)
548_thefireplace,the fireplace,185,FIREPLACE
549_thestove,the stove,859,STOVE
550_thechimney,the chimney,1305,CHIMNEY
551_thebed,the bed,1663,BED
552_thepillow,the pillow,1044,PILLOW
553_theblanket,the blanket,806,BLANKET
554_thechair,the chair,1476,CHAIR
555_thetable,the table,1775,TABLE
556_thelamportorch,the lamp or torch,2131,TORCH OR LAMP
557_thecandle,the candle,1273,CANDLE
558_theshelf,the shelf,745,SHELF
559_thetrough,the trough,205,TROUGH
560_theroof,the roof,769,ROOF
561_thethatch,the thatch,279,THATCH
562_theridgepole,the ridgepole,280,RIDGEPOLE
563_therafter,the rafter,829,RAFTER
564_thebeam,the beam,1132,BEAM
565_thepostorpole,the post or pole,281,POST
566_theboard,the board,1227,BOARD
567_thearch,the arch,876,ARCH
568_themason,the mason,877,MASON
569_thebrick,the brick,1006,BRICK
570_themortar2,the mortar(2),1731,MORTAR BINDER
571_theadobe,the adobe,901,ADOBE
572_thefarmer,the farmer,979,FARMER
573_thefield,the field,212,FIELD
574_thegarden,the garden,586,GARDEN
575_tocultivate,to cultivate,1541,CULTIVATE
576_thefence,the fence,1690,FENCE
577_theditch,the ditch,2002,DITCH
578_toploughplow,to plough/plow,1921,PLOUGH
579_thefurrow,the furrow,1794,FURROW
580_todig,to dig,1418,DIG
581_thespade,the spade,1176,SPADE
582_theshovel,the shovel,1901,SHOVEL
583_thehoe,the hoe,284,HOE
584_thefork2pitchfork,the fork(2)/pitchfork,337,PITCHFORK
585_therake,the rake,338,RAKE
586_tosow,to sow,748,SOW SEEDS
587_theseed,the seed,714,SEED
588_tomow,to mow,190,MOW
589_thesickleorscythe,the sickle or scythe,2132,SICKLE OR SCYTHE
590_tothresh,to thresh,285,THRESH
591_thethreshingfloor,the threshing-floor,223,THRESHING-FLOOR
592_theharvest,the harvest,3541,HARVEST OR HARVEST SEASON
593_thegrain,the grain,605,GRAIN
594_thewheat,the wheat,1077,WHEAT
595_thebarley,the barley,932,BARLEY
596_therye,the rye,23,RYE
597_theoats,the oats,60,OAT
598_themaizecorn,the maize/corn,506,MAIZE
599_therice,the rice,926,RICE
600_thegrass,the grass,606,GRASS
601_thehay,the hay,342,HAY
602_theplant,the plant,653,PLANT (VEGETATION)
603_toplant,to plant,1486,PLANT (SOMETHING)
604_theroot,the root,670,ROOT
605_thebranch,the branch,3223,BRANCH OR TWIG
606_theleaf,the leaf,628,LEAF
607_theflower,the flower,239,FLOWER
608_thetree,the tree,906,TREE
609_theoak,the oak,644,OAK
610_thebeech,the beech,1950,BEECH
611_thebirch,the birch,1855,BIRCH
612_thepine,the pine,1740,PINE
613_thefir,the fir,1915,FIR
614_theacorn,the acorn,968,ACORN
615_thevine,the vine,343,VINE
616_thetobacco,the tobacco,974,TOBACCO
617_tosmoke,to smoke,1689,SMOKE (INHALE)
618_thepipe,the pipe,1124,PIPE
619_thetreestump,the tree stump,241,TREE STUMP
620_thetreetrunk,the tree trunk,344,TREE TRUNK
621_theforkedbranch,the forked branch,409,FORKED BRANCH
622_thebark,the bark,1204,BARK
623_thesap,the sap,345,SAP
624_thepalmtree,the palm tree,1181,PALM TREE
625_thecoconut,the coconut,970,COCONUT
626_thecitrusfruit,the citrus fruit,1126,CITRUS FRUIT
627_thebanana,the banana,868,BANANA
628_thebanyan,the banyan,346,BANYAN
629_thesweetpotato,the sweet potato,159,SWEET POTATO
630_theyam,the yam,410,YAM
631_thecassavamanioc,the cassava/manioc,925,CASSAVA
632_thegourd,the gourd,411,GOURD
633_thepumpkinorsquash,the pumpkin or squash,864,PUMPKIN
634_thebamboo,the bamboo,1927,BAMBOO
635_thesugarcane,the sugar cane,146,SUGAR CANE
636_thefishpoison,the fish poison,348,FISH POISON
637_thenettle,the nettle,33,NETTLE
638_themushroom,the mushroom,641,MUSHROOM
639_todo,to do,813,DO
640_thework,the work,984,WORK (LABOUR)
641_tobend,to bend,2004,BEND
642_tofold,to fold,1470,FOLD
643_totie,to tie,1917,TIE
644_tountie,to untie,352,UNTIE
645_thechain,the chain,1627,CHAIN
646_therope,the rope,1218,ROPE
647_theknot,the knot,760,KNOT
648_tostrikeorhitorbeat,to strike or hit or beat,2133,STRIKE OR BEAT
649_topound,to pound,354,POUND
650_tocut,to cut,1432,CUT
651_tocutdown,to cut down,355,CUT DOWN
652_tochop,to chop,155,CHOP
653_tostab,to stab,3189,STAB TO DEATH
