pk,jsondata,id,name,description,markup_description,unit_pk,unitparameter_pk,contribution_pk,unitdomainelement_pk,frequency,version
51020,,71312149208734171-a,,,,41343,2,36,1349,,1
51021,,71312149208734171-cs,,,,41343,1,36,241,,1
51022,,71312149694648729-a,,,,41344,2,36,1346,,1
51023,,96172234197523734-a,,,,41345,2,36,1347,,1
51024,,71312149987078853-a,,,,41346,2,36,1349,,1
51025,,71312149987078853-cs,,,,41346,1,36,241,,1
51026,,71312149909710039-a,,,,41347,2,36,1349,,1
51027,,71312149909710039-cs,,,,41347,1,36,241,,1
51028,,71312149553043943-a,,,,41348,2,36,1356,,1
51029,,71312149553043943-cs,,,,41348,1,36,241,,1
51030,,71312149694761568-a,,,,41349,2,36,1349,,1
51031,,71312149694761568-cs,,,,41349,1,36,241,,1
51032,,71312149327357834-a,,,,41350,2,36,1346,,1
51033,,71312149793970757-a,,,,41351,2,36,1346,,1
51034,,71312149242827263-a,,,,41352,2,36,1346,,1
51035,,71312149495655227-a,,,,41353,2,36,1346,,1
51036,,71312149161575893-a,,,,41354,2,36,1346,,1
51037,,71312149368908215-a,,,,41355,2,36,1346,,1
51038,,71312149121841311-a,,,,41356,2,36,1346,,1
51039,,71312149604345660-a,,,,41357,2,36,1346,,1
51040,,71312149472764556-a,,,,41358,2,36,1346,,1
51041,,71312149265433225-a,,,,41359,2,36,1356,,1
51042,,71312149265433225-cs,,,,41359,1,36,240,,1
51043,,71312149409723110-a,,,,41360,2,36,1346,,1
51044,,71312149501828336-a,,,,41361,2,36,1356,,1
51045,,71312149501828336-cs,,,,41361,1,36,240,,1
51046,,71312149941652256-a,,,,41362,2,36,1347,,1
51047,,71312149595822146-a,,,,41363,2,36,1347,,1
51048,,71312149253562445-a,,,,41364,2,36,1346,,1
51049,,71312149353181579-a,,,,41365,2,36,1346,,1
51050,,71312149938576785-a,,,,41366,2,36,1356,,1
51051,,71312149562508914-a,,,,41367,2,36,1346,,1
51052,,71312149955455114-a,,,,41368,2,36,1349,,1
51053,,71312149955455114-cs,,,,41368,1,36,241,,1
51054,,71312149763120897-a,,,,41369,2,36,1346,,1
51055,,71312149205917389-a,,,,41370,2,36,1346,,1
51056,,71312149912886127-a,,,,41371,2,36,1351,,1
51057,,71312149912886127-cs,,,,41371,1,36,238,,1
51058,,71312149553594075-a,,,,41372,2,36,1357,,1
51059,,71312149553594075-cs,,,,41372,1,36,239,,1
51060,,71312149765926021-a,,,,41373,2,36,1346,,1
51061,,71312149222001170-a,,,,41374,2,36,1349,,1
51062,,71312149222001170-cs,,,,41374,1,36,241,,1
51063,,71312149123665153-a,,,,41375,2,36,1347,,1
51064,,71312149123665152-a,,,,41376,2,36,1356,,1
51065,,71312149123665152-cs,,,,41376,1,36,240,,1
51066,,71312149724379870-a,,,,41377,2,36,1349,,1
51067,,71312149463398816-a,,,,41378,2,36,1346,,1
51068,,71312149766203224-a,,,,41379,2,36,1356,,1
51069,,71312149766203224-cs,,,,41379,1,36,240,,1
51070,,71312149176343133-a,,,,41380,2,36,1346,,1
51071,,7131214932101064-a,,,,41381,2,36,1356,,1
51072,,7131214932101064-cs,,,,41381,1,36,240,,1
51073,,71312149787615842-a,,,,41382,2,36,1356,,1
51074,,71312149787615842-cs,,,,41382,1,36,240,,1
51075,,71312149739631122-a,,,,41383,2,36,1356,,1
51076,,71312149739631122-cs,,,,41383,1,36,240,,1
51077,,71312149787938296-a,,,,41384,2,36,1356,,1
51078,,71312149787938296-cs,,,,41384,1,36,240,,1
51079,,71312149572838004-a,,,,41385,2,36,1356,,1
51080,,71312149572838004-cs,,,,41385,1,36,240,,1
51081,,71312149374047886-a,,,,41386,2,36,1346,,1
51082,,71312149589115918-a,,,,41387,2,36,1346,,1
51083,,96172236904830479-a,,,,41388,2,36,1357,,1
51084,,96172236904830479-cs,,,,41388,1,36,234,,1
51085,,71312149292090496-a,,,,41389,2,36,1346,,1
51086,,71312149405898801-a,,,,41390,2,36,1349,,1
51087,,71312149405898801-cs,,,,41390,1,36,241,,1
51088,,71312149763981099-a,,,,41391,2,36,1346,,1
51089,,71312149763981099-cs,,,,41391,1,36,241,,1
51090,,71312149890530201-a,,,,41392,2,36,1346,,1
51091,,71312149882755165-a,,,,41393,2,36,1346,,1
51092,,7131214917836967-a,,,,41394,2,36,1353,,1
51093,,7131214917836967-cs,,,,41394,1,36,233,,1
51094,,71312149115356083-a,,,,41395,2,36,1349,,1
51095,,71312149115356083-cs,,,,41395,1,36,241,,1
51096,,71312149224286715-a,,,,41396,2,36,1346,,1
51097,,71312149925385170-a,,,,41397,2,36,1356,,1
51098,,71312149925385170-cs,,,,41397,1,36,240,,1
51099,,7131214910089675-a,,,,41398,2,36,1346,,1
51100,,71312149109587970-a,,,,41399,2,36,1356,,1
51101,,71312149109587970-cs,,,,41399,1,36,240,,1
51102,,71312149695162568-a,,,,41400,2,36,1356,,1
51103,,71312149695162568-cs,,,,41400,1,36,240,,1
51104,,71312149629074101-a,,,,41401,2,36,1356,,1
51105,,71312149629074101-cs,,,,41401,1,36,240,,1
51106,,71312149807941962-a,,,,41402,2,36,1346,,1
51107,,71312149861639599-a,,,,41403,2,36,1354,,1
51108,,71312149621787235-a,,,,41404,2,36,1354,,1
51109,,7131214964964162-a,,,,41405,2,36,1357,,1
51110,,7131214964964162-cs,,,,41405,1,36,234,,1
51111,,71312149756111165-a,,,,41406,2,36,1346,,1
51112,,71312149563116724-a,,,,41407,2,36,1356,,1
51113,,71312149563116724-cs,,,,41407,1,36,240,,1
51114,,71312149901956136-a,,,,41408,2,36,1349,,1
51115,,71312149901956136-cs,,,,41408,1,36,241,,1
51116,,71312149535613911-a,,,,41409,2,36,1346,,1
51117,,71312149655698751-a,,,,41410,2,36,1356,,1
51118,,71312149655698751-cs,,,,41410,1,36,240,,1
51119,,71312149309526165-a,,,,41411,2,36,1346,,1
51120,,71312149650822127-a,,,,41412,2,36,1346,,1
51121,,71312149548350709-a,,,,41413,2,36,1347,,1
51122,,71312149152276200-a,,,,41414,2,36,1347,,1
51123,,71312149145018342-a,,,,41415,2,36,1356,,1
51124,,71312149145018342-cs,,,,41415,1,36,240,,1
51125,,71312149554826244-a,,,,41416,2,36,1358,,1
51126,,71312149926156019-a,,,,41417,2,36,1346,,1
51127,,71312149444984025-a,,,,41418,2,36,1348,,1
51128,,71312149558653722-a,,,,41419,2,36,1357,,1
51129,,71312149558653722-cs,,,,41419,1,36,234,,1
51130,,7131214987945581-a,,,,41420,2,36,1349,,1
51131,,7131214987945581-cs,,,,41420,1,36,241,,1
51132,,71312149371358588-a,,,,41421,2,36,1349,,1
51133,,71312149371358588-cs,,,,41421,1,36,241,,1
51134,,71312149178477055-a,,,,41422,2,36,1349,,1
51135,,71312149178477055-cs,,,,41422,1,36,241,,1
51136,,71312149811010710-a,,,,41423,2,36,1346,,1
51137,,71312149337947579-a,,,,41424,2,36,1356,,1
51138,,71312149337947579-cs,,,,41424,1,36,240,,1
51139,,71312149161406352-a,,,,41425,2,36,1349,,1
51140,,71312149161406352-cs,,,,41425,1,36,241,,1
51141,,7131214923981569-a,,,,41426,2,36,1346,,1
51142,,71312149690588328-a,,,,41427,2,36,1354,,1
51143,,71312149847044622-a,,,,41428,2,36,1346,,1
51144,,71312149993069209-a,,,,41429,2,36,1347,,1
51145,,71312149399838271-a,,,,41430,2,36,1346,,1
51146,,71312149136526372-a,,,,41431,2,36,1346,,1
51147,,71312149473478979-a,,,,41432,2,36,1349,,1
51148,,71312149473478979-cs,,,,41432,1,36,241,,1
51149,,71312149814119507-a,,,,41433,2,36,1349,,1
51150,,71312149814119507-cs,,,,41433,1,36,241,,1
51151,,71312149366069320-a,,,,41434,2,36,1346,,1
51152,,71312149889046837-a,,,,41435,2,36,1346,,1
51153,,71312149718475880-a,,,,41436,2,36,1346,,1
51154,,71312149569338311-a,,,,41437,2,36,1347,,1
51155,,7131214966760143-a,,,,41438,2,36,1346,,1
51156,,71312149170967721-a,,,,41439,2,36,1349,,1
51157,,71312149170967721-cs,,,,41439,1,36,241,,1
51158,,71312149844695901-a,,,,41440,2,36,1356,,1
51159,,71312149844695901-cs,,,,41440,1,36,240,,1
51160,,71312149319146678-a,,,,41441,2,36,1356,,1
51161,,71312149319146678-cs,,,,41441,1,36,240,,1
51162,,71312149638272927-a,,,,41442,2,36,1346,,1
51163,,7131214973328956-a,,,,41443,2,36,1347,,1
51164,,71312149976782636-a,,,,41444,2,36,1346,,1
51165,,71312149662865995-a,,,,41445,2,36,1346,,1
51166,,71312149156425733-a,,,,41446,2,36,1354,,1
51167,,71312149827756691-a,,,,41447,2,36,1346,,1
51168,,71312149524548326-a,,,,41448,2,36,1351,,1
51169,,71312149524548326-cs,,,,41448,1,36,238,,1
51170,,7131214948762461-a,,,,41449,2,36,1349,,1
51171,,7131214948762461-cs,,,,41449,1,36,241,,1
51172,,7131214937456007-a,,,,41450,2,36,1346,,1
51173,,71312149896308842-a,,,,41451,2,36,1346,,1
51174,,71312149992552262-a,,,,41452,2,36,1346,,1
51175,,71312149579138586-a,,,,41453,2,36,1350,,1
51176,,7131214977066738-a,,,,41454,2,36,1347,,1
51177,,81081141802047556-a,,,,41455,2,36,1347,,1
51178,,71312149278728277-a,,,,41456,2,36,1347,,1
51179,,7131214972634933-a,,,,41457,2,36,1357,,1
51180,,7131214972634933-cs,,,,41457,1,36,234,,1
51181,,71312149700156201-a,,,,41458,2,36,1347,,1
51182,,71312149348959450-a,,,,41459,2,36,1357,,1
51183,,71312149348959450-cs,,,,41459,1,36,234,,1
51184,,71312149540547285-a,,,,41460,2,36,1358,,1
51185,,71312149758896909-a,,,,41461,2,36,1349,,1
51186,,71312149758896909-cs,,,,41461,1,36,241,,1
51187,,71312149313420531-a,,,,41462,2,36,1351,,1
51188,,71312149313420531-cs,,,,41462,1,36,238,,1
51189,,71312149857580046-a,,,,41463,2,36,1346,,1
51190,,7131214968075085-a,,,,41464,2,36,1352,,1
51191,,7131214968075085-cs,,,,41464,1,36,237,,1
51192,,71312149361753063-a,,,,41465,2,36,1346,,1
51193,,71312149904343008-a,,,,41466,2,36,1356,,1
51194,,71312149904343008-cs,,,,41466,1,36,240,,1
51195,,71312149475887234-a,,,,41467,2,36,1349,,1
51196,,71312149475887234-cs,,,,41467,1,36,241,,1
51197,,71312149551272860-a,,,,41468,2,36,1349,,1
51198,,71312149551272860-cs,,,,41468,1,36,241,,1
51199,,71312149279661708-a,,,,41469,2,36,1346,,1
51200,,71312149524805862-a,,,,41470,2,36,1356,,1
51201,,7131214935539408-a,,,,41471,2,36,1351,,1
51202,,7131214935539408-cs,,,,41471,1,36,238,,1
51203,,71312149315480646-a,,,,41472,2,36,1349,,1
51204,,71312149315480646-cs,,,,41472,1,36,241,,1
51205,,7131214916550504-a,,,,41473,2,36,1354,,1
51206,,7131214916550504-cs,,,,41473,1,36,241,,1
51207,,96171652457658986-a,,,,41474,2,36,1360,,1
51208,,96171652457658986-cs,,,,41474,1,36,239,,1
51209,,9617163284218255-a,,,,41475,2,36,1360,,1
51210,,9617163284218255-cs,,,,41475,1,36,239,,1
51211,,71312149404898090-a,,,,41476,2,36,1346,,1
51212,,71312149504823602-a,,,,41477,2,36,1347,,1
51213,,7131214954936676-a,,,,41478,2,36,1346,,1
51214,,71312149739122232-a,,,,41479,2,36,1349,,1
51215,,71312149739122232-cs,,,,41479,1,36,241,,1
51216,,71312149981158362-a,,,,41480,2,36,1347,,1
51217,,71312149554432952-a,,,,41481,2,36,1346,,1
51218,,71312149923155010-a,,,,41482,2,36,1347,,1
51219,,71312149768619658-a,,,,41483,2,36,1346,,1
51220,,7131214960127954-a,,,,41484,2,36,1346,,1
51221,,71312149638232343-a,,,,41485,2,36,1346,,1
51222,,71312149350739135-a,,,,41486,2,36,1349,,1
51223,,71312149350739135-cs,,,,41486,1,36,241,,1
51224,,71312149656792072-a,,,,41487,2,36,1346,,1
51225,,7131214926437024-a,,,,41488,2,36,1346,,1
51226,,71312149873635936-a,,,,41489,2,36,1347,,1
51227,,71312149556998136-a,,,,41490,2,36,1349,,1
51228,,71312149556998136-cs,,,,41490,1,36,241,,1
51229,,71312149497934301-a,,,,41491,2,36,1346,,1
51230,,71312149538760320-a,,,,41492,2,36,1354,,1
51231,,71312149538760320-cs,,,,41492,1,36,241,,1
51232,,71312149422175915-a,,,,41493,2,36,1347,,1
51233,,71312149646946281-a,,,,41494,2,36,1347,,1
51234,,71312149183441869-a,,,,41495,2,36,1351,,1
51235,,71312149183441869-cs,,,,41495,1,36,238,,1
51236,,7131214952229783-a,,,,41496,2,36,1347,,1
51237,,71312149937177941-a,,,,41497,2,36,1350,,1
51238,,71312149149114214-a,,,,41498,2,36,1346,,1
51239,,71312149924712641-a,,,,41499,2,36,1349,,1
51240,,71312149924712641-cs,,,,41499,1,36,241,,1
51241,,7131214976376019-a,,,,41500,2,36,1347,,1
51242,,71312149673933677-a,,,,41501,2,36,1347,,1
51243,,71312149961635354-a,,,,41502,2,36,1347,,1
51244,,7131214928327543-a,,,,41503,2,36,1349,,1
51245,,7131214928327543-cs,,,,41503,1,36,241,,1
51246,,71312149534814651-a,,,,41504,2,36,1349,,1
51247,,71312149534814651-cs,,,,41504,1,36,241,,1
51248,,71312149592049577-a,,,,41505,2,36,1347,,1
51249,,71312149699737294-a,,,,41506,2,36,1349,,1
51250,,71312149699737294-cs,,,,41506,1,36,241,,1
51251,,7131214981668290-a,,,,41507,2,36,1349,,1
51252,,7131214981668290-cs,,,,41507,1,36,241,,1
51253,,71312149199614593-a,,,,41508,2,36,1351,,1
51254,,71312149199614593-cs,,,,41508,1,36,238,,1
51255,,71312149835358112-a,,,,41509,2,36,1357,,1
51256,,71312149835358112-cs,,,,41509,1,36,234,,1
51257,,71312149123342445-a,,,,41510,2,36,1346,,1
51258,,71312149926419965-a,,,,41511,2,36,1346,,1
51259,,71312149498559652-a,,,,41512,2,36,1349,,1
51260,,71312149498559652-cs,,,,41512,1,36,238,,1
51261,,71312149750371098-a,,,,41513,2,36,1349,,1
51262,,71312149750371098-cs,,,,41513,1,36,241,,1
51263,,71312149913265348-a,,,,41514,2,36,1353,,1
51264,,71312149913265348-cs,,,,41514,1,36,233,,1
51265,,71312149368890363-a,,,,41515,2,36,1346,,1
51266,,71312149299612301-a,,,,41516,2,36,1349,,1
51267,,71312149299612301-cs,,,,41516,1,36,241,,1
51268,,71312149510282365-a,,,,41517,2,36,1354,,1
51269,,71312149664544442-a,,,,41518,2,36,1351,,1
51270,,71312149664544442-cs,,,,41518,1,36,238,,1
51271,,71312149472594802-a,,,,41519,2,36,1349,,1
51272,,71312149472594802-cs,,,,41519,1,36,241,,1
51273,,71312149599425576-a,,,,41520,2,36,1349,,1
51274,,71312149599425576-cs,,,,41520,1,36,241,,1
51275,,71312149227161443-a,,,,41521,2,36,1346,,1
51276,,71312149207121583-a,,,,41522,2,36,1350,,1
51277,,71312149136059624-a,,,,41523,2,36,1350,,1
51278,,71312149973925032-a,,,,41524,2,36,1346,,1
51279,,71312149454160409-a,,,,41525,2,36,1347,,1
51280,,71312149891191639-a,,,,41526,2,36,1357,,1
51281,,71312149891191639-cs,,,,41526,1,36,234,,1
51282,,7131214950707954-a,,,,41527,2,36,1349,,1
51283,,7131214950707954-cs,,,,41527,1,36,241,,1
51284,,7131214925929911-a,,,,41528,2,36,1354,,1
51285,,71312149179631522-a,,,,41529,2,36,1347,,1
51286,,71312149244170513-a,,,,41530,2,36,1347,,1
51287,,71312149504568440-a,,,,41531,2,36,1351,,1
51288,,71312149504568440-cs,,,,41531,1,36,238,,1
51289,,71312149274737779-a,,,,41532,2,36,1349,,1
51290,,71312149274737779-cs,,,,41532,1,36,241,,1
51291,,71312149429928507-a,,,,41533,2,36,1346,,1
51292,,71312149208147570-a,,,,41534,2,36,1356,,1
51293,,71312149208147570-cs,,,,41534,1,36,240,,1
51294,,71312149155262553-a,,,,41535,2,36,1346,,1
51295,,71312149872623626-a,,,,41536,2,36,1346,,1
51296,,71312149287598123-a,,,,41537,2,36,1346,,1
51297,,7131214935104597-a,,,,41538,2,36,1346,,1
51298,,71312149857039189-a,,,,41539,2,36,1347,,1
51299,,71312149459089013-a,,,,41540,2,36,1346,,1
51300,,71312149273059007-a,,,,41541,2,36,1345,,1
51301,,71312149273059007-cs,,,,41541,1,36,235,,1
51302,,71312149776172057-a,,,,41542,2,36,1346,,1
51303,,71312149733994189-a,,,,41543,2,36,1347,,1
51304,,71312149255027758-a,,,,41544,2,36,1347,,1
51305,,71312149276284459-a,,,,41545,2,36,1346,,1
51306,,72141525580572718-a,,,,41546,2,7,1377,,1
51307,,71312149845917163-a,,,,41547,2,36,1349,,1
51308,,71312149845917163-cs,,,,41547,1,36,241,,1
51309,,71312149257637542-a,,,,41548,2,36,1347,,1
51310,,71312149109009570-a,,,,41549,2,36,1349,,1
51311,,71312149109009570-cs,,,,41549,1,36,241,,1
51312,,713121492625907-a,,,,41550,2,36,1346,,1
51313,,71312149864745390-a,,,,41551,2,36,1347,,1
51314,,71312149862637082-a,,,,41552,2,36,1347,,1
51315,,71312149880131698-a,,,,41553,2,36,1346,,1
51316,,71312149485639168-a,,,,41554,2,36,1347,,1
51317,,71312149655191486-a,,,,41555,2,36,1347,,1
51318,,71312149833457994-a,,,,41556,2,36,1353,,1
51319,,71312149833457994-cs,,,,41556,1,36,233,,1
51320,,71312149935712476-a,,,,41557,2,36,1346,,1
51321,,71312149665279473-a,,,,41558,2,36,1347,,1
51322,,71312149468620246-a,,,,41559,2,36,1346,,1
51323,,7131214987678356-a,,,,41560,2,36,1347,,1
51324,,71312149746589534-a,,,,41561,2,36,1348,,1
51325,,71312149151683078-a,,,,41562,2,36,1346,,1
51326,,71312149709193870-a,,,,41563,2,36,1346,,1
51327,,71312149717165207-a,,,,41564,2,36,1346,,1
51328,,71312149871332423-a,,,,41565,2,36,1346,,1
51329,,71312149603113615-a,,,,41566,2,36,1347,,1
51330,,7131214925788936-a,,,,41567,2,36,1346,,1
51331,,96171636464468202-a,,,,41568,2,36,1357,,1
51332,,96171636464468202-cs,,,,41568,1,36,239,,1
51333,,71312149674937133-a,,,,41569,2,36,1356,,1
51334,,71312149674937133-cs,,,,41569,1,36,240,,1
51335,,71312149413829293-a,,,,41570,2,36,1346,,1
51336,,71312149937385334-a,,,,41571,2,36,1346,,1
51337,,71312149665317491-a,,,,41572,2,36,1346,,1
51338,,7131214959985142-a,,,,41573,2,36,1356,,1
51339,,7131214959985142-cs,,,,41573,1,36,240,,1
51340,,71312149890813885-a,,,,41574,2,36,1347,,1
51341,,71312149241529066-a,,,,41575,2,36,1346,,1
51342,,71312149154615435-a,,,,41576,2,36,1356,,1
51343,,71312149154615435-cs,,,,41576,1,36,240,,1
51344,,71312149257396001-a,,,,41577,2,36,1346,,1
51345,,71312149175008040-a,,,,41578,2,36,1356,,1
51346,,71312149175008040-cs,,,,41578,1,36,240,,1
51347,,71312149774744542-a,,,,41579,2,36,1346,,1
51348,,71312149713711723-a,,,,41580,2,36,1346,,1
51349,,71312149142384354-a,,,,41581,2,36,1347,,1
51350,,71312149945579540-a,,,,41582,2,36,1349,,1
51351,,71312149945579540-cs,,,,41582,1,36,241,,1
51352,,71312149443045722-a,,,,41583,2,36,1354,,1
51353,,71312149366280489-a,,,,41584,2,36,1354,,1
51354,,71312149343400623-a,,,,41585,2,36,1354,,1
51355,,71312149343400623-cs,,,,41585,1,36,241,,1
51356,,71312149514960516-a,,,,41586,2,36,1354,,1
51357,,71312149901839246-a,,,,41587,2,36,1356,,1
51358,,71312149901839246-cs,,,,41587,1,36,240,,1
51359,,71312149760486266-a,,,,41588,2,36,1356,,1
51360,,71312149760486266-cs,,,,41588,1,36,240,,1
51361,,71312149762475174-a,,,,41589,2,36,1349,,1
51362,,71312149762475174-cs,,,,41589,1,36,241,,1
51363,,71312149130798556-a,,,,41590,2,36,1354,,1
51364,,71312149130798556-cs,,,,41590,1,36,241,,1
51365,,71312149379257359-a,,,,41591,2,36,1354,,1
51366,,71312149707860578-a,,,,41592,2,36,1354,,1
51367,,71312149707860578-cs,,,,41592,1,36,241,,1
51368,,71312149670913611-a,,,,41593,2,36,1358,,1
51369,,71312149653790578-a,,,,41594,2,36,1346,,1
51370,,71312149459790811-a,,,,41595,2,36,1347,,1
51371,,71312149705823303-a,,,,41596,2,36,1346,,1
51372,,71312149451439179-a,,,,41597,2,36,1347,,1
51373,,71312149939329951-a,,,,41598,2,36,1354,,1
51374,,71312149624827598-a,,,,41599,2,36,1356,,1
51375,,71312149624827598-cs,,,,41599,1,36,240,,1
51376,,71312149601616059-a,,,,41600,2,36,1351,,1
51377,,71312149601616059-cs,,,,41600,1,36,238,,1
51378,,71312149118697114-a,,,,41601,2,36,1357,,1
51379,,71312149118697114-cs,,,,41601,1,36,234,,1
51380,,71312149920519717-a,,,,41602,2,36,1357,,1
51381,,71312149920519717-cs,,,,41602,1,36,234,,1
51382,,7131214932808967-a,,,,41603,2,36,1352,,1
51383,,7131214932808967-cs,,,,41603,1,36,237,,1
51384,,71312149840378376-a,,,,41604,2,36,1352,,1
51385,,71312149840378376-cs,,,,41604,1,36,237,,1
51386,,71312149198149438-a,,,,41605,2,36,1349,,1
51387,,71312149198149438-cs,,,,41605,1,36,241,,1
51388,,75101356609778603-a,,,,41606,2,9,1363,,1
51389,,75101356551165684-a,,,,41607,2,9,1373,,1
51390,,75101356551165684-cs,,,,41607,1,9,245,,1
51391,,75101356444121829-a,,,,41608,2,9,1367,,1
51392,,75101356388260503-a,,,,41609,2,9,1371,,1
51393,,7510135698920900-a,,,,41610,2,9,1373,,1
51394,,7510135698920900-cs,,,,41610,1,9,245,,1
51395,,75101356251987577-a,,,,41611,2,9,1367,,1
51396,,75101356624676633-a,,,,41612,2,9,1373,,1
51397,,75101356624676633-cs,,,,41612,1,9,245,,1
51398,,7724233262590658-a,,,,41613,2,9,1373,,1
51399,,7724233262590658-cs,,,,41613,1,9,245,,1
51400,,75101356888823368-a,,,,41614,2,9,1371,,1
51401,,75101356593400754-a,,,,41615,2,9,1367,,1
51402,,75101356679576589-a,,,,41616,2,9,1364,,1
51403,,75101356679576589-cs,,,,41616,1,9,249,,1
51404,,75101356293694079-a,,,,41617,2,9,1373,,1
51405,,75101356293694079-cs,,,,41617,1,9,245,,1
51406,,75101356884220516-a,,,,41618,2,9,1362,,1
51407,,75101356725520026-a,,,,41619,2,9,1363,,1
51408,,75101356282798162-a,,,,41620,2,9,1373,,1
51409,,75101356282798162-cs,,,,41620,1,9,245,,1
51410,,75101356490501468-a,,,,41621,2,9,1371,,1
51411,,75101356216727190-a,,,,41622,2,9,1373,,1
51412,,75101356216727190-cs,,,,41622,1,9,245,,1
51413,,75101356728622291-a,,,,41623,2,9,1363,,1
51414,,75101356430521370-a,,,,41624,2,9,1363,,1
51415,,75101356721255432-a,,,,41625,2,9,1373,,1
51416,,75101356721255432-cs,,,,41625,1,9,245,,1
51417,,75101356305244234-a,,,,41626,2,9,1373,,1
51418,,75101356305244234-cs,,,,41626,1,9,245,,1
51419,,75101356544083906-a,,,,41627,2,9,1373,,1
51420,,75101356544083906-cs,,,,41627,1,9,245,,1
51421,,75101356352346714-a,,,,41628,2,9,1373,,1
51422,,75101356352346714-cs,,,,41628,1,9,245,,1
51423,,75101356431562613-a,,,,41629,2,9,1373,,1
51424,,75101356431562613-cs,,,,41629,1,9,245,,1
51425,,75262310852396434-a,,,,41630,2,9,1373,,1
51426,,75262310852396434-cs,,,,41630,1,9,245,,1
51427,,75101356414367121-a,,,,41631,2,9,1373,,1
51428,,75101356414367121-cs,,,,41631,1,9,245,,1
51429,,75101356546502682-a,,,,41632,2,9,1363,,1
51430,,782422799182484-a,,,,41633,2,9,1368,,1
51431,,782422799182484-cs,,,,41633,1,9,244,,1
51432,,75101356639525861-a,,,,41634,2,9,1373,,1
51433,,75101356639525861-cs,,,,41634,1,9,245,,1
51434,,7510135662443432-a,,,,41635,2,9,1361,,1
51435,,75101356668392707-a,,,,41636,2,9,1373,,1
51436,,75101356854834475-a,,,,41637,2,9,1373,,1
51437,,75101356713382318-a,,,,41638,2,9,1363,,1
51438,,75101356568787183-a,,,,41639,2,9,1373,,1
51439,,75101356296172564-a,,,,41640,2,9,1367,,1
51440,,75101356978699399-a,,,,41641,2,9,1363,,1
51441,,75101356875502061-a,,,,41642,2,9,1368,,1
51442,,75101356875502061-cs,,,,41642,1,9,244,,1
