borrowed_score,age_score,simplicity_score,pk,borrowed,analyzability
1,0.9,1,55886,1. clearly borrowed,unanalyzable
1,0.7,1,55887,1. clearly borrowed,unanalyzable
1,0.7,1,55888,1. clearly borrowed,unanalyzable
1,0.9,1,55889,1. clearly borrowed,unanalyzable
1,0.7,1,55890,1. clearly borrowed,unanalyzable
1,0.9,1,55891,1. clearly borrowed,unanalyzable
1,0.9,1,55892,1. clearly borrowed,unanalyzable
1,0.9,1,55893,1. clearly borrowed,unanalyzable
1,0.9,1,55894,1. clearly borrowed,unanalyzable
1,0.7,1,55895,1. clearly borrowed,unanalyzable
1,0.7,1,55896,1. clearly borrowed,unanalyzable
0,1,1,55897,5. no evidence for borrowing,unanalyzable
1,0.9,1,55898,1. clearly borrowed,unanalyzable
0,0.9,1,55899,5. no evidence for borrowing,unanalyzable
0,1,0.5,55900,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55901,5. no evidence for borrowing,analyzable phrasal
0,1,1,55902,5. no evidence for borrowing,unanalyzable
0,1,1,55903,5. no evidence for borrowing,unanalyzable
0,1,1,55904,5. no evidence for borrowing,unanalyzable
1,0.9,1,55905,1. clearly borrowed,unanalyzable
0,0.7,0.5,55906,5. no evidence for borrowing,analyzable phrasal
0,1,1,55907,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55908,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55909,5. no evidence for borrowing,analyzable phrasal
0,1,1,55910,5. no evidence for borrowing,unanalyzable
0,1,1,55911,5. no evidence for borrowing,unanalyzable
0,1,1,55912,5. no evidence for borrowing,unanalyzable
0,1,1,55913,5. no evidence for borrowing,unanalyzable
1,0.7,1,55914,1. clearly borrowed,unanalyzable
1,0.9,0.75,55915,1. clearly borrowed,semi-analyzable
1,0.9,0.75,55916,1. clearly borrowed,semi-analyzable
0,0.7,0.5,55917,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55918,5. no evidence for borrowing,analyzable derived
0,1,1,55919,5. no evidence for borrowing,unanalyzable
0,1,1,55920,5. no evidence for borrowing,unanalyzable
0,1,0.5,55921,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55922,5. no evidence for borrowing,analyzable derived
0,1,1,55923,5. no evidence for borrowing,unanalyzable
0,1,0.5,55924,5. no evidence for borrowing,analyzable derived
0,1,1,55925,5. no evidence for borrowing,unanalyzable
0,1,1,55926,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55927,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55928,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55929,5. no evidence for borrowing,analyzable derived
1,0.9,1,55930,1. clearly borrowed,unanalyzable
1,0.7,1,55931,1. clearly borrowed,unanalyzable
0,0.7,0.5,55932,5. no evidence for borrowing,analyzable compound
0,0.7,0.5,55933,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55934,5. no evidence for borrowing,analyzable compound
0,0.9,1,55935,5. no evidence for borrowing,unanalyzable
0,0.9,0.75,55936,5. no evidence for borrowing,semi-analyzable
0,0.9,0.5,55937,5. no evidence for borrowing,analyzable compound
1,0.9,0.75,55938,1. clearly borrowed,semi-analyzable
0,0.9,0.5,55939,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55940,5. no evidence for borrowing,analyzable derived
0,1,1,55941,5. no evidence for borrowing,unanalyzable
0,1,1,55942,5. no evidence for borrowing,unanalyzable
1,0.9,1,55943,1. clearly borrowed,unanalyzable
1,0.9,0.75,55944,1. clearly borrowed,semi-analyzable
1,0.7,1,55945,1. clearly borrowed,unanalyzable
1,0.7,1,55946,1. clearly borrowed,unanalyzable
0,0.7,0.5,55947,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55948,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55949,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,55950,5. no evidence for borrowing,analyzable phrasal
1,0.9,1,55951,1. clearly borrowed,unanalyzable
0,0.7,0.5,55952,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55953,5. no evidence for borrowing,analyzable phrasal
1,0.9,0.75,55954,1. clearly borrowed,semi-analyzable
1,0.9,0.75,55955,1. clearly borrowed,semi-analyzable
1,0.7,1,55956,1. clearly borrowed,unanalyzable
0,1,1,55957,5. no evidence for borrowing,unanalyzable
0,1,1,55958,5. no evidence for borrowing,unanalyzable
0,0.7,1,55959,5. no evidence for borrowing,unanalyzable
0,1,0.5,55960,5. no evidence for borrowing,analyzable derived
1,0.7,1,55961,1. clearly borrowed,unanalyzable
0,0.7,1,55962,5. no evidence for borrowing,unanalyzable
0,1,1,55963,5. no evidence for borrowing,unanalyzable
0,1,0.5,55964,5. no evidence for borrowing,analyzable derived
1,0.9,1,55965,1. clearly borrowed,unanalyzable
0,1,0.5,55966,5. no evidence for borrowing,analyzable derived
0,1,0.5,55967,5. no evidence for borrowing,analyzable derived
1,0.9,1,55968,1. clearly borrowed,unanalyzable
1,0.7,1,55969,1. clearly borrowed,unanalyzable
1,0.7,1,55970,1. clearly borrowed,unanalyzable
0,0.7,0.5,55971,5. no evidence for borrowing,analyzable compound
0,0.7,0.5,55972,5. no evidence for borrowing,analyzable compound
0,1,1,55973,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55974,5. no evidence for borrowing,analyzable compound
0,1,0.5,55975,5. no evidence for borrowing,analyzable derived
0,1,0.5,55976,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55977,5. no evidence for borrowing,analyzable derived
1,0.7,1,55978,1. clearly borrowed,unanalyzable
0,1,1,55979,5. no evidence for borrowing,unanalyzable
1,0.9,1,55980,1. clearly borrowed,unanalyzable
1,0.9,1,55981,1. clearly borrowed,unanalyzable
1,0.9,0.75,55982,1. clearly borrowed,semi-analyzable
0,0.9,0.5,55983,5. no evidence for borrowing,analyzable phrasal
0,1,1,55984,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,55985,5. no evidence for borrowing,analyzable derived
1,0.9,1,55986,1. clearly borrowed,unanalyzable
1,0.7,1,55987,1. clearly borrowed,unanalyzable
1,0.7,1,55988,1. clearly borrowed,unanalyzable
1,0.9,1,55989,1. clearly borrowed,unanalyzable
0,0.9,0.5,55990,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,55991,5. no evidence for borrowing,analyzable phrasal
0,0.7,1,55992,5. no evidence for borrowing,unanalyzable
0,1,1,55993,5. no evidence for borrowing,unanalyzable
0,1,0.5,55994,5. no evidence for borrowing,analyzable derived
0,1,0.5,55995,5. no evidence for borrowing,analyzable derived
0,1,1,55996,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,55997,5. no evidence for borrowing,analyzable phrasal
0,1,1,55998,5. no evidence for borrowing,unanalyzable
0,1,1,55999,5. no evidence for borrowing,unanalyzable
0,1,1,56000,5. no evidence for borrowing,unanalyzable
0,1,1,56001,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56002,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,56003,5. no evidence for borrowing,analyzable compound
0,1,0.5,56004,5. no evidence for borrowing,analyzable derived
0,1,1,56005,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56006,5. no evidence for borrowing,analyzable phrasal
0,1,1,56007,5. no evidence for borrowing,unanalyzable
0,1,1,56008,5. no evidence for borrowing,unanalyzable
0,0.7,1,56009,5. no evidence for borrowing,unanalyzable
0,1,1,56010,5. no evidence for borrowing,unanalyzable
0,1,1,56011,5. no evidence for borrowing,unanalyzable
0,1,1,56012,5. no evidence for borrowing,unanalyzable
1,0.9,1,56013,1. clearly borrowed,unanalyzable
0,0.7,1,56014,5. no evidence for borrowing,unanalyzable
1,0.9,1,56015,1. clearly borrowed,unanalyzable
1,0.9,1,56016,1. clearly borrowed,unanalyzable
1,0.7,1,56017,1. clearly borrowed,unanalyzable
0,0.7,1,56018,5. no evidence for borrowing,unanalyzable
1,0.7,1,56019,1. clearly borrowed,unanalyzable
1,0.9,1,56020,1. clearly borrowed,unanalyzable
0,1,0.5,56021,5. no evidence for borrowing,analyzable derived
0,1,1,56022,5. no evidence for borrowing,unanalyzable
1,0.9,1,56023,1. clearly borrowed,unanalyzable
1,0.9,1,56024,1. clearly borrowed,unanalyzable
1,0.7,1,56025,1. clearly borrowed,unanalyzable
0,1,1,56026,5. no evidence for borrowing,unanalyzable
0,1,1,56027,5. no evidence for borrowing,unanalyzable
1,0.9,0.75,56028,1. clearly borrowed,semi-analyzable
0,1,0.5,56029,5. no evidence for borrowing,analyzable derived
0.75,0.9,1,56030,2. probably borrowed,unanalyzable
1,0.9,1,56031,1. clearly borrowed,unanalyzable
1,0.7,1,56032,1. clearly borrowed,unanalyzable
0,1,1,56033,5. no evidence for borrowing,unanalyzable
1,0.7,1,56034,1. clearly borrowed,unanalyzable
1,0.7,1,56035,1. clearly borrowed,unanalyzable
1,0.7,1,56036,1. clearly borrowed,unanalyzable
1,0.9,1,56037,1. clearly borrowed,unanalyzable
0,0.9,0.5,56038,5. no evidence for borrowing,analyzable compound
1,0.9,1,56039,1. clearly borrowed,unanalyzable
1,0.9,1,56040,1. clearly borrowed,unanalyzable
0,1,1,56041,5. no evidence for borrowing,unanalyzable
1,0.7,1,56042,1. clearly borrowed,unanalyzable
0,0.7,1,56043,5. no evidence for borrowing,unanalyzable
0.5,0.9,0.5,56044,3. perhaps borrowed,analyzable derived
1,0.9,1,56045,1. clearly borrowed,unanalyzable
1,0.9,1,56046,1. clearly borrowed,unanalyzable
1,0.9,1,56047,1. clearly borrowed,unanalyzable
0,1,0.5,56048,5. no evidence for borrowing,analyzable derived
0,1,0.5,56049,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,56050,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,56051,5. no evidence for borrowing,analyzable phrasal
1,0.9,1,56052,1. clearly borrowed,unanalyzable
1,0.7,1,56053,1. clearly borrowed,unanalyzable
0,1,1,56054,5. no evidence for borrowing,unanalyzable
0,1,1,56055,5. no evidence for borrowing,unanalyzable
0,1,1,56056,5. no evidence for borrowing,unanalyzable
1,0.9,1,56057,1. clearly borrowed,unanalyzable
1,0.7,1,56058,1. clearly borrowed,unanalyzable
0.25,1,1,56059,4. very little evidence for borrowing,unanalyzable
0,1,1,56060,5. no evidence for borrowing,unanalyzable
1,0.9,1,56061,1. clearly borrowed,unanalyzable
0,1,0.5,56062,5. no evidence for borrowing,analyzable derived
1,0.7,0.5,56063,1. clearly borrowed,analyzable compound
0,0.7,1,56064,5. no evidence for borrowing,unanalyzable
0,1,1,56065,5. no evidence for borrowing,unanalyzable
0,1,1,56066,5. no evidence for borrowing,unanalyzable
1,0.9,1,56067,1. clearly borrowed,unanalyzable
0,1,0.5,56068,5. no evidence for borrowing,analyzable derived
0,1,1,56069,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56070,5. no evidence for borrowing,analyzable derived
1,0.7,1,56071,1. clearly borrowed,unanalyzable
0,1,1,56072,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56073,5. no evidence for borrowing,analyzable compound
0,1,1,56074,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56075,5. no evidence for borrowing,analyzable phrasal
0.25,0.9,0.5,56076,4. very little evidence for borrowing,analyzable derived
0,0.7,0.5,56077,5. no evidence for borrowing,analyzable phrasal
0,1,0.5,56078,5. no evidence for borrowing,analyzable derived
0,0.9,0.5,56079,5. no evidence for borrowing,analyzable compound
0,0.7,1,56080,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56081,5. no evidence for borrowing,analyzable derived
0,1,1,56082,5. no evidence for borrowing,unanalyzable
0,1,0.5,56083,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,56084,5. no evidence for borrowing,analyzable compound
1,0.9,1,56085,1. clearly borrowed,unanalyzable
1,0.9,0.5,56086,1. clearly borrowed,analyzable derived
1,0.7,1,56087,1. clearly borrowed,unanalyzable
1,0.7,1,56088,1. clearly borrowed,unanalyzable
1,0.7,1,56089,1. clearly borrowed,unanalyzable
0,1,1,56090,5. no evidence for borrowing,unanalyzable
0,1,1,56091,5. no evidence for borrowing,unanalyzable
0,0.9,1,56092,5. no evidence for borrowing,unanalyzable
0.5,0.9,1,56093,3. perhaps borrowed,unanalyzable
0,1,1,56094,5. no evidence for borrowing,unanalyzable
0,1,1,56095,5. no evidence for borrowing,unanalyzable
0,1,1,56096,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56097,5. no evidence for borrowing,analyzable derived
1,0.9,1,56098,1. clearly borrowed,unanalyzable
0,0.7,0.5,56099,5. no evidence for borrowing,analyzable compound
0,1,1,56100,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56101,5. no evidence for borrowing,analyzable phrasal
1,0.7,0.75,56102,1. clearly borrowed,semi-analyzable
1,0.7,1,56103,1. clearly borrowed,unanalyzable
1,0.9,0.75,56104,1. clearly borrowed,semi-analyzable
1,0.7,1,56105,1. clearly borrowed,unanalyzable
0,0.7,0.5,56106,5. no evidence for borrowing,analyzable compound
1,0.9,1,56107,1. clearly borrowed,unanalyzable
1,0.9,1,56108,1. clearly borrowed,unanalyzable
0,1,1,56109,5. no evidence for borrowing,unanalyzable
1,0.7,1,56110,1. clearly borrowed,unanalyzable
0.75,0.9,1,56111,2. probably borrowed,unanalyzable
0,1,0.5,56112,5. no evidence for borrowing,analyzable derived
0,1,1,56113,5. no evidence for borrowing,unanalyzable
0,1,1,56114,5. no evidence for borrowing,unanalyzable
0,1,1,56115,5. no evidence for borrowing,unanalyzable
0,1,0.5,56116,5. no evidence for borrowing,analyzable derived
1,0.9,0.75,56117,1. clearly borrowed,semi-analyzable
0,1,1,56118,5. no evidence for borrowing,unanalyzable
1,0.9,1,56119,1. clearly borrowed,unanalyzable
0,0.7,0.5,56120,5. no evidence for borrowing,analyzable derived
0,0.7,1,56121,5. no evidence for borrowing,unanalyzable
1,0.7,1,56122,1. clearly borrowed,unanalyzable
0,0.7,1,56123,5. no evidence for borrowing,unanalyzable
1,0.7,1,56124,1. clearly borrowed,unanalyzable
0,1,0.5,56125,5. no evidence for borrowing,analyzable derived
0,1,0.5,56126,5. no evidence for borrowing,analyzable derived
0,1,0.5,56127,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,56128,5. no evidence for borrowing,analyzable derived
1,0.7,1,56129,1. clearly borrowed,unanalyzable
0,0.7,0.5,56130,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,56131,5. no evidence for borrowing,analyzable phrasal
1,0.7,1,56132,1. clearly borrowed,unanalyzable
0,1,1,56133,5. no evidence for borrowing,unanalyzable
0,1,1,56134,5. no evidence for borrowing,unanalyzable
0,1,0.5,56135,5. no evidence for borrowing,analyzable derived
0,1,1,56136,5. no evidence for borrowing,unanalyzable
0,1,0.5,56137,5. no evidence for borrowing,analyzable derived
1,0.9,1,56138,1. clearly borrowed,unanalyzable
1,0.9,1,56139,1. clearly borrowed,unanalyzable
0,1,1,56140,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56141,5. no evidence for borrowing,analyzable derived
0,1,1,56142,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56143,5. no evidence for borrowing,analyzable derived
0,1,1,56144,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56145,5. no evidence for borrowing,analyzable derived
0,1,1,56146,5. no evidence for borrowing,unanalyzable
0,1,0.5,56147,5. no evidence for borrowing,analyzable derived
0,1,1,56148,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56149,5. no evidence for borrowing,analyzable compound
0,1,1,56150,5. no evidence for borrowing,unanalyzable
0,1,0.5,56151,5. no evidence for borrowing,analyzable derived
0,1,1,56152,5. no evidence for borrowing,unanalyzable
0,1,1,56153,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56154,5. no evidence for borrowing,analyzable derived
0,1,1,56155,5. no evidence for borrowing,unanalyzable
1,0.7,0.5,56156,1. clearly borrowed,analyzable phrasal
0,0.7,0.5,56157,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,56158,5. no evidence for borrowing,analyzable derived
0,1,1,56159,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56160,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,56161,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,56162,5. no evidence for borrowing,analyzable derived
0,1,1,56163,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56164,5. no evidence for borrowing,analyzable derived
0,0.7,0.5,56165,5. no evidence for borrowing,analyzable phrasal
0,0.7,0.5,56166,5. no evidence for borrowing,analyzable compound
0,0.9,0.5,56167,5. no evidence for borrowing,analyzable compound
0,0.7,0.5,56168,5. no evidence for borrowing,analyzable compound
0,1,1,56169,5. no evidence for borrowing,unanalyzable
0,1,1,56170,5. no evidence for borrowing,unanalyzable
1,0.7,1,56171,1. clearly borrowed,unanalyzable
0,1,0.5,56172,5. no evidence for borrowing,analyzable derived
1,0.9,0.75,56173,1. clearly borrowed,semi-analyzable
0,1,0.5,56174,5. no evidence for borrowing,analyzable derived
0,1,1,56175,5. no evidence for borrowing,unanalyzable
1,0.9,1,56176,1. clearly borrowed,unanalyzable
0,1,1,56177,5. no evidence for borrowing,unanalyzable
0,1,1,56178,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56179,5. no evidence for borrowing,analyzable phrasal
0,1,1,56180,5. no evidence for borrowing,unanalyzable
0,1,0.5,56181,5. no evidence for borrowing,analyzable derived
1,0.9,1,56182,1. clearly borrowed,unanalyzable
0,1,0.5,56183,5. no evidence for borrowing,analyzable derived
0,1,1,56184,5. no evidence for borrowing,unanalyzable
0,1,1,56185,5. no evidence for borrowing,unanalyzable
0,1,1,56186,5. no evidence for borrowing,unanalyzable
0,1,1,56187,5. no evidence for borrowing,unanalyzable
1,0.7,1,56188,1. clearly borrowed,unanalyzable
1,0.7,1,56189,1. clearly borrowed,unanalyzable
1,0.7,1,56190,1. clearly borrowed,unanalyzable
0,1,1,56191,5. no evidence for borrowing,unanalyzable
1,0.7,1,56192,1. clearly borrowed,unanalyzable
0,1,0.5,56193,5. no evidence for borrowing,analyzable derived
0,0.7,1,56194,5. no evidence for borrowing,unanalyzable
0,1,1,56195,5. no evidence for borrowing,unanalyzable
0,1,1,56196,5. no evidence for borrowing,unanalyzable
0,1,1,56197,5. no evidence for borrowing,unanalyzable
0,1,1,56198,5. no evidence for borrowing,unanalyzable
1,0.7,1,56199,1. clearly borrowed,unanalyzable
1,0.7,1,56200,1. clearly borrowed,unanalyzable
0,1,1,56201,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56202,5. no evidence for borrowing,analyzable phrasal
1,0.7,1,56203,1. clearly borrowed,unanalyzable
0,1,1,56204,5. no evidence for borrowing,unanalyzable
0,0.7,0.5,56205,5. no evidence for borrowing,analyzable compound
1,0.7,1,56206,1. clearly borrowed,unanalyzable
